Date,Site,Profile,Cover,Depth (cm),Temperature Â©,PicarroH2O (notes),Picarro O018 (notes),Picarro 2H (notes),Method,Picarro File O-18,Picarro File O-18 stDev,Picarro File H-2,Picarro File H-2 stDev,Calibrated O,Calibrated O SE,Calibrated H,Calibrated H SE,Calibrated Dexcess,Calibrated Dexcess SE
9/27/2019 0:00,ONAQ,2,Sage,100,26.364,17500,-21.5,-166,in-situ isowagon,-21.56644005,0.217881843,-166.5498079,0.585243993,-10.35454772,0.734199208,-100.8326168,4.066049622,-17.99623499,7.143658868
9/27/2019 0:00,ONAQ,3,Grass,5,23.501,19112,0,-92,in-situ isowagon,0.295809992,0.37967176,-91.78293435,1.038549603,11.87548761,0.576131415,-23.8052385,3.190658474,-118.8091394,5.605680653
9/27/2019 0:00,ONAQ,3,Grass,10,16.73918182,18750,-10.5,-128,in-situ isowagon,-10.26895842,0.315810651,-128.1681916,0.83970984,2.267642564,0.348526049,-53.85594795,1.930163089,-71.99708847,3.391111263
9/27/2019 0:00,ONAQ,3,Grass,15,19.281,18940,-13.5,-136,in-situ isowagon,-13.36011411,0.265084666,-136.1991703,0.545766724,-1.197779455,0.374908218,-64.43223856,2.076269497,-54.85000292,3.647806196
9/27/2019 0:00,ONAQ,3,Grass,25,20.0884,17136,-20.5,-170,in-situ isowagon,-21.00843722,0.265341879,-170.6411906,0.764696495,-8.961318518,0.410479474,-99.64139682,2.273265745,-27.95084868,3.993909694
9/27/2019 0:00,ONAQ,3,Grass,40,21.83633333,18760,-24.5,-170,in-situ isowagon,-24.21527364,0.261438506,-186.6437887,0.59889175,-12.41152558,0.492234123,-117.2364299,2.726029052,-17.94422528,4.789371361
9/27/2019 0:00,ONAQ,3,Grass,60,23.83857143,18905,-23,-182,in-situ isowagon,-23.19517382,0.227596559,-182.010343,0.565021701,-11.66001767,0.593862927,-114.3122222,3.288856897,-21.0320809,5.778205857
9/27/2019 0:00,ONAQ,3,Grass,100,25.21925,18700,-21,-170,in-situ isowagon,-21.53173994,0.319257707,-170.2819559,0.731873124,-10.17545971,0.668906579,-103.6910115,3.704454206,-22.28733377,6.508370433
11/15/2019 0:00,ONAQ,1,Bare,5,4.817,12000,-10.4,-150,in-situ isowagon,-10.46437931,0.25828992,-149.9317555,0.842524122,4.061623596,0.998885795,-61.04268925,5.531903558,-93.53567802,9.71902352
11/15/2019 0:00,ONAQ,1,Bare,10,6.433363636,12000,-12.6,-146,in-situ isowagon,-12.55798643,0.226341986,-146.0498047,0.682936929,1.675702622,0.893009598,-59.39186357,4.945553333,-72.79748454,8.688862461
11/15/2019 0:00,ONAQ,1,Bare,15,6.11,12600,-17.4,-169,in-situ isowagon,-17.52300164,0.246597901,-169.2972739,0.675132244,-3.231400582,0.913746455,-82.19937902,5.060395582,-56.34817436,8.890629268
11/15/2019 0:00,ONAQ,1,Bare,25,6.9732,12800,-19.7,-179,in-situ isowagon,-19.71729012,0.209237353,-178.9998654,0.692027902,-5.579649539,0.858885868,-93.06927161,4.756573585,-48.4320753,8.356843185
11/15/2019 0:00,ONAQ,1,Bare,40,11.91033333,13244,-24.3,-197,in-situ isowagon,-24.58327228,0.302050577,-197.2768953,0.672432911,-11.28737017,0.575540315,-117.5846347,3.187384917,-27.28567338,5.599929328
11/15/2019 0:00,ONAQ,1,Bare,60,13.18228571,13156,-25.7,-200,in-situ isowagon,-25.73481438,0.207005718,-199.8709303,0.630664805,-12.64505507,0.510935163,-121.665021,2.829596799,-20.50458046,4.971329951
11/15/2019 0:00,ONAQ,1,Bare,100,14.13475,13252,-26.3,-203,in-situ isowagon,-26.43914739,0.256522708,-203.6848123,0.680492912,-13.50087786,0.464809072,-126.5594993,2.574147087,-18.55247641,4.522529328
11/15/2019 0:00,ONAQ,2,Sage,5,8.46,15000,-3.8,-116,in-situ isowagon,-3.780107359,0.233666214,-116.2035747,0.591367973,10.09708734,0.768105608,-32.23011746,4.253825777,-113.0068162,7.473563548
11/15/2019 0:00,ONAQ,2,Sage,10,9.632636364,13200,-9.4,-131,in-situ isowagon,-9.334068641,0.251196199,-131.4081446,0.703318295,4.341943543,0.699821569,-48.9305656,3.875663711,-83.66611394,6.809169099
11/15/2019 0:00,ONAQ,2,Sage,15,6.980333333,13110,-11.4,-139,in-situ isowagon,-11.29384275,0.202787621,-139.7333808,0.666429591,2.842533955,0.858439107,-53.81233839,4.754099392,-76.55261003,8.352496266
11/15/2019 0:00,ONAQ,2,Sage,25,7.0924,14229,-16.3,-163,in-situ isowagon,-16.34809133,0.205457224,-163.5521693,0.613476153,-2.231552413,0.851434572,-77.78097748,4.715307757,-59.92855818,8.284343086
11/15/2019 0:00,ONAQ,3,Grass,5,10.076,13432,-9,-140,in-situ isowagon,-8.95997369,0.282840753,-139.9995202,0.710566652,4.640945111,0.674765387,-58.07655809,3.73690072,-95.20411898,6.565375843
11/15/2019 0:00,ONAQ,3,Grass,10,10.64381818,,-12.8,-147,in-situ isowagon,-12.89311961,0.248309105,-146.9382579,0.699043757,0.612405614,0.643285987,-65.71681234,3.562565466,-70.61605725,6.259085538
11/15/2019 0:00,ONAQ,3,Grass,15,7.262,13300,-15,-152,in-situ isowagon,-14.98341981,0.208123916,-152.1235795,0.653118508,-0.896838298,0.840884781,-66.57843835,4.656882235,-59.40373197,8.181695053
11/15/2019 0:00,ONAQ,3,Grass,25,7.2374,13800,-19.5,-175,in-situ isowagon,-19.85820358,0.287537275,-176.8793337,0.848305726,-5.767281667,0.842411208,-91.30145918,4.665335698,-45.16320584,8.196546977
3/12/2020 0:00,ONAQ,2,Sage,15,4.945666667,10400,-25.8,-185,in-situ isowagon,-25.74225309,0.240486696,-185.0772968,0.76161071,-11.23977879,0.990254355,-96.36876231,5.484102004,-6.450532032,9.635040778
3/12/2020 0:00,ONAQ,2,Sage,5,15.8655,10260,-23,-176,in-situ isowagon,-23.09360048,0.219949824,-176.2299784,0.734683041,-10.42430727,0.385927331,-100.997198,2.137294159,-17.60273984,3.755020669
3/12/2020 0:00,ONAQ,2,Sage,10,9.163833333,10455,-25,-184,in-situ isowagon,-24.82954913,0.305027819,-183.9016593,0.821887585,-11.07355472,0.72676988,-100.8310979,4.024905458,-12.24266016,7.071372521
3/12/2020 0:00,ONAQ,2,Sage,25,5.6638,10733,-26.7,-195,in-situ isowagon,-26.66576962,0.237293167,-194.5173612,0.754088641,-12.29379166,0.942725555,-106.8071336,5.220883986,-8.456800343,9.172591988
3/12/2020 0:00,ONAQ,2,Sage,40,9.418,10665,-21.7,-180,in-situ isowagon,-21.64610507,0.227978383,-180.2709231,0.793877583,-7.933547903,0.712101584,-97.52268821,3.943671347,-34.05430499,6.928651986
3/12/2020 0:00,ONAQ,2,Sage,60,10.244,10830,-23.2,-186,in-situ isowagon,-23.16876536,0.229705339,-186.505324,0.682599227,-9.596161713,0.665380214,-104.7909468,3.684924936,-28.02165312,6.47405938
3/12/2020 0:00,ONAQ,2,Sage,100,10.879,10900,-23.7,-185,in-situ isowagon,-23.77958149,0.233106086,-184.7110044,0.757062616,-10.31331066,0.630448386,-103.7772272,3.491469885,-21.27074193,6.134177427
3/12/2020 0:00,ONAQ,3,Grass,5,18.24,11200,-27.2,-196,in-situ isowagon,-27.1612308,0.22384236,-195.9196631,0.871559234,-14.84773512,0.331090244,-123.1342034,1.833602309,-4.352322488,3.221463241
3/12/2020 0:00,ONAQ,3,Grass,10,11.27425,12200,-26,-188,in-situ isowagon,-25.94728112,0.250090564,-188.1068731,0.700158483,-12.54664377,0.609138137,-107.6527434,3.373452147,-7.279593201,5.926831589
3/12/2020 0:00,ONAQ,3,Grass,15,5.279,11300,-25.1,-185,in-situ isowagon,-25.04000573,0.379478894,-184.081367,1.18465153,-10.59827745,0.968056772,-95.83817543,5.361170144,-11.05195581,9.419061301
3/12/2020 0:00,ONAQ,3,Grass,25,5.6786,11160,-25.2,-189,in-situ isowagon,-25.13431975,0.206842175,-189.2589499,0.778966874,-10.76501648,0.941757562,-101.5691305,5.215523172,-15.44899869,9.163173552
3/12/2020 0:00,ONAQ,3,Grass,40,9.344,11160,-23.7,-184,in-situ isowagon,-23.68573176,0.224339181,-183.9233324,0.882941759,-9.960546035,0.716358054,-101.081457,3.967243991,-21.39708868,6.97006686
3/12/2020 0:00,ONAQ,3,Grass,60,10.28357143,11500,-22.5,-184,in-situ isowagon,-22.34231285,0.25590064,-183.909297,0.990153365,-8.776367539,0.66317832,-102.2439251,3.672730683,-32.0329848,6.452635249
3/12/2020 0:00,ONAQ,3,Grass,100,11.32575,11500,-23.7,-185,in-situ isowagon,-23.642207,0.23357206,-184.9244842,0.753752452,-10.2500903,0.606385921,-104.5324993,3.358210167,-22.53177689,5.900052895
5/21/2020 0:00,ONAQ,2,Sage,5,18.337,12500,-11,-137,in-situ isowagon,-11.08400361,0.221624727,-137.4881251,0.655430028,1.215282717,0.335075875,-64.79897245,1.855675027,-74.52123418,3.260242888
5/21/2020 0:00,ONAQ,2,Sage,10,16.06466667,17870,-15.2,-152,in-situ isowagon,-15.21911952,0.204544282,-152.2590601,0.481734114,-2.580257398,0.377258474,-77.23818283,2.089285387,-56.59612365,3.670673865
5/21/2020 0:00,ONAQ,2,Sage,15,15.025,12000,-22.6,-177,in-situ isowagon,-22.68522471,0.224483503,-176.3043314,0.790817889,-9.886324262,0.423439289,-100.1639327,2.345038163,-21.07333857,4.120006942
5/21/2020 0:00,ONAQ,2,Sage,25,16.0786,18500,-23.8,-183,in-situ isowagon,-23.80513691,0.236513095,-183.1803679,0.476218127,-11.16839966,0.376655172,-108.1742695,2.085944257,-18.82707223,3.66480382
5/21/2020 0:00,ONAQ,2,Sage,40,17.47933333,18300,-22.2,-177,in-situ isowagon,-22.14071404,0.217060252,-176.4505896,0.491295992,-9.714904642,0.318110454,-102.8999166,1.761719266,-25.18067945,3.095171636
5/21/2020 0:00,ONAQ,2,Sage,60,16.148,18800,-21.5,-174,in-situ isowagon,-21.50119466,0.20519946,-174.2407065,0.525252879,-8.875033284,0.373656356,-99.30813152,2.069336589,-28.30786524,3.635625742
5/21/2020 0:00,ONAQ,2,Sage,100,14.179,17800,-22.2,-173,in-situ isowagon,-22.11822256,0.211297412,-173.2668745,0.559076074,-9.186931172,0.462712997,-96.19108951,2.56253887,-22.69564013,4.502134805
5/21/2020 0:00,ONAQ,3,Grass,5,17.80066667,20600,-9.8,-143,in-situ isowagon,-9.778629196,0.200117303,-143.3547469,0.492997914,2.599543278,0.313288898,-70.12948772,1.735017132,-90.92583394,3.04825855
5/21/2020 0:00,ONAQ,3,Grass,10,18.08872727,2000,-22.1,-172,in-situ isowagon,-22.1352806,0.246080714,-172.0742826,0.463954907,-9.799574301,0.324914516,-99.13805638,1.799400666,-20.74146197,3.161374238
5/21/2020 0:00,ONAQ,3,Grass,15,15.44266667,20700,-22.8,-170,in-situ isowagon,-22.70038957,0.26307553,-168.8679939,0.92063731,-9.966133964,0.404610924,-93.18131655,2.24076528,-13.45224484,3.936809496
5/21/2020 0:00,ONAQ,3,Grass,25,16.1146,20600,-25.4,-184,in-situ isowagon,-25.34573691,0.206995388,-184.2825476,0.519280389,-12.71448734,0.375098312,-109.3146066,2.077322251,-7.598707883,3.649655784
5/21/2020 0:00,ONAQ,3,Grass,40,17.44266667,20600,-22.7,-173,in-situ isowagon,-22.64509793,0.214077609,-173.1123667,0.496370784,-10.21383497,0.319589812,-99.52436056,1.769912061,-17.81368076,3.109565589
5/21/2020 0:00,ONAQ,3,Grass,60,16.127,20600,-20.3,-167,in-situ isowagon,-20.23672194,0.214175323,-166.4203648,0.508308942,-7.607361747,0.374562698,-91.46555766,2.074355982,-30.60666368,3.644444333
5/21/2020 0:00,ONAQ,3,Grass,100,14.18,18000,-21.9,-174,in-situ isowagon,-21.84198727,0.2224778,-174.4515997,0.53204079,-8.910853518,0.462665676,-97.37693326,2.562276803,-26.09010511,4.50167438
6/4/2020 0:00,ONAQ,2,Sage,5,31.20225,18000,-2.8,-116,in-situ isowagon,-2.80643345,0.20822003,-116.1479231,0.50584961,7.834478164,1.040919596,-53.68074929,5.764689865,-116.3565746,10.12800672
6/4/2020 0:00,ONAQ,2,Sage,10,25.87433333,,-10.6,-134,in-situ isowagon,-10.50786971,0.272760445,-133.4622201,0.699639384,0.765349364,0.705929399,-67.37618862,3.909489328,-73.49898354,6.86859746
6/4/2020 0:00,ONAQ,2,Sage,25,22.0986,,-20.6,-165,in-situ isowagon,-20.60895541,0.258327109,-165.398963,0.697640301,-8.841008407,0.505061187,-96.22247343,2.797066283,-25.49440617,4.914176957
6/4/2020 0:00,ONAQ,2,Sage,40,22.241,,-18.1,-157,in-situ isowagon,-17.60491828,0.271723719,-157.5772982,0.596142548,-5.856331601,0.512086994,-88.52527954,2.835975722,-41.67462673,4.982537107
6/4/2020 0:00,ONAQ,2,Sage,60,22.6595,,-19.3,-163,in-situ isowagon,-19.1759442,0.237680035,-163.3056225,0.5833824,-7.483937212,0.532984631,-94.61582035,2.951708388,-34.74432265,5.18586829
6/4/2020 0:00,ONAQ,2,Sage,100,23.00266667,,-20.7,-167,in-situ isowagon,-20.13411634,0.330614875,-165.5630564,0.580764446,-8.488149666,0.550398303,-97.16627011,3.04814659,-29.26107278,5.355300955
6/4/2020 0:00,ONAQ,3,Grass,5,32.5865,,-5,-124,in-situ isowagon,-5.304612254,0.245821363,-124.9220002,0.48909952,5.184623802,1.137827819,-63.25289352,6.301374786,-104.7298839,11.0709106
6/4/2020 0:00,ONAQ,3,Grass,10,27.86116667,,-16.8,-151,in-situ isowagon,-17.14095367,0.294028851,-153.6233183,1.190679782,-6.112533794,0.823795994,-88.98835464,4.562243265,-40.08808429,8.015423467
6/4/2020 0:00,ONAQ,3,Grass,15,22.14066667,,-20.1,-163,in-situ isowagon,-20.83781519,0.2757914,-163.4290711,0.578753497,-9.075593178,0.507132209,-94.28941631,2.808535757,-21.68467088,4.934327721
6/4/2020 0:00,ONAQ,3,Grass,25,22.1262,,-20.7,-170,in-situ isowagon,-23.20366785,0.3833402,-167.4617291,0.520717308,-11.43947757,0.506419563,-98.309413,2.804589071,-6.793592456,4.927393774
6/4/2020 0:00,ONAQ,3,Grass,40,22.22133333,,-17.7,-157,in-situ isowagon,-18.07393613,0.412662719,-156.4596473,0.632592355,-6.322678898,0.511114104,-87.39047502,2.830587788,-36.80904384,4.973071022
6/4/2020 0:00,ONAQ,3,Grass,60,22.55733333,,-18.5,-164,in-situ isowagon,-18.71009485,0.356165922,-163.6117996,0.933336763,-7.004319143,0.527848632,-94.83406551,2.923264841,-38.79951237,5.13589571
6/4/2020 0:00,ONAQ,3,Grass,100,22.89333333,,-22,-171,in-situ isowagon,-21.23028011,0.240306899,-170.5507138,0.830141951,-9.569679617,0.544823116,-102.0609634,3.01727079,-25.50352646,5.301055138
6/18/2020 0:00,ONAQ,2,Sage,5,18.073,16000,-3.6,-106,in-situ isowagon,-3.523737601,0.225953044,-106.7874743,0.765974605,8.814281416,0.324275239,-33.83553323,1.795860304,-104.3497846,3.155154162
6/18/2020 0:00,ONAQ,2,Sage,10,18.46963636,17500,-14,-136,in-situ isowagon,-13.81974722,0.311014416,-134.8468938,0.943186161,-1.539849225,0.340558136,-62.28896393,1.886036195,-49.97017012,3.313584547
6/18/2020 0:00,ONAQ,2,Sage,25,19.264,17000,-22,-169,in-situ isowagon,-21.88804542,0.313933398,-169.5667519,0.561061401,-9.723265856,0.374174151,-97.78345346,2.072204178,-19.99732662,3.64066382
6/18/2020 0:00,ONAQ,2,Sage,40,21.09666667,17000,-19.9,-168,in-situ isowagon,-19.7545996,0.317367929,-167.9232698,0.87532024,-7.848876994,0.456845737,-97.85345598,2.530045548,-35.06244003,4.445047157
6/18/2020 0:00,ONAQ,2,Sage,60,22.30533333,18000,-19.5,-164,in-situ isowagon,-19.30168612,0.338470326,-163.6160188,0.913209752,-7.56182798,0.51527524,-94.62002989,2.853632467,-34.12540605,5.013558312
6/18/2020 0:00,ONAQ,2,Sage,100,23.48033333,17000,-20.9,-167,in-situ isowagon,-21.00293158,0.238424362,-166.6237292,0.595409543,-9.420518244,0.575053732,-98.62880399,3.184690182,-23.26465804,5.595194937
6/18/2020 0:00,ONAQ,3,Grass,5,21.382,21000,-6.9,-127,in-situ isowagon,-7.003002871,0.218866307,-128.3458885,0.943524063,4.863206233,0.470359369,-58.5336063,2.604885044,-97.43925617,4.576532968
6/18/2020 0:00,ONAQ,3,Grass,10,21.68563636,21000,-17.5,-155,in-situ isowagon,-17.30554354,0.258581361,-155.0161884,0.564837523,-5.481139971,0.4849299,-85.47522144,2.685577721,-41.62610167,4.718302256
6/18/2020 0:00,ONAQ,3,Grass,15,18.65633333,21000,-21.2,-168,in-situ isowagon,-21.25070289,0.241708746,-168.053891,0.494682437,-8.998014751,0.348338244,-95.67975617,1.929123008,-23.69563816,3.389283941
6/18/2020 0:00,ONAQ,3,Grass,25,19.5638,21000,-22.5,-174,in-situ isowagon,-22.61484325,0.222002814,-174.3944198,0.4883699,-10.49306541,0.387209746,-102.8984556,2.14439627,-18.95393233,3.767498396
6/18/2020 0:00,ONAQ,3,Grass,40,21.04266667,20000,-21.7,-172,in-situ isowagon,-21.85513806,0.224311664,-171.8380942,0.558674603,-9.941912576,0.454307724,-101.7192616,2.515989844,-22.18396096,4.420352635
6/18/2020 0:00,ONAQ,3,Grass,60,22.25583333,210000,-20.1,-167,in-situ isowagon,-20.22091003,0.256054095,-167.2606923,0.497651775,-8.474336886,0.512821327,-98.22160358,2.840042516,-30.42690849,4.989682072
6/18/2020 0:00,ONAQ,3,Grass,100,23.495,18000,-22.1,-173,in-situ isowagon,-22.21048043,0.228287403,-172.807698,0.546804708,-10.63000869,0.575818446,-104.8250014,3.188925226,-19.78493186,5.602635503
7/1/2020 0:00,ONAQ,2,Sage,5,21.00133333,14000,-14.3,-133,in-situ isowagon,-14.27458844,0.238966499,-133.8042049,0.994721195,-2.355614668,0.452369235,-63.64779142,2.505254348,-44.80287408,4.4014914
7/1/2020 0:00,ONAQ,2,Sage,10,21.122,13000,-9.3,-126,in-situ isowagon,-9.258615907,0.223864957,-126.528904,0.680662665,2.643589553,0.458038546,-56.48205598,2.53665141,-77.6307724,4.456653024
7/1/2020 0:00,ONAQ,2,Sage,25,19.446,12500,-22.2,-174,in-situ isowagon,-22.19695073,0.28517195,-173.695764,0.798589316,-10.05830537,0.382064903,-102.087226,2.115903748,-21.620783,3.717439771
7/1/2020 0:00,ONAQ,2,Sage,40,21.485,12500,-22.6,-176,in-situ isowagon,-22.55022425,0.233332163,-174.623326,0.703331703,-10.69822451,0.475280045,-104.9033959,2.632136113,-19.3175998,4.62441048
7/1/2020 0:00,ONAQ,2,Sage,60,16.73716667,13000,-21.5,-172,in-situ isowagon,-21.4576877,0.276939782,-172.3399813,0.673541241,-8.920783043,0.348610449,-98.02564132,1.9306305,-26.65937698,3.391932459
7/1/2020 0:00,ONAQ,2,Sage,100,11.98933333,14300,-21.6,-168,in-situ isowagon,-21.63392225,0.230472339,-168.2249941,0.698529071,-8.350951368,0.571427583,-88.62649152,3.164608301,-21.81888058,5.559913
7/1/2020 0:00,ONAQ,3,Grass,5,23.53933333,14200,-11.5,-143,in-situ isowagon,-11.23580496,0.248871333,-145.5521522,1.166285066,0.338801406,0.578132748,-77.60637935,3.201742004,-80.3167906,5.625153352
7/1/2020 0:00,ONAQ,3,Grass,10,23.45936364,14000,-16.2,-156,in-situ isowagon,-16.28284641,0.256479569,-155.7426186,1.001241408,-4.697656054,0.573961174,-87.73019818,3.178639517,-50.14894974,5.5845645
7/1/2020 0:00,ONAQ,3,Grass,15,19.05433333,14600,-19.6,-164,in-situ isowagon,-19.38953797,0.391109597,-163.2514309,0.800237013,-7.194540024,0.36517116,-91.26554953,2.022344945,-33.70922933,3.553065934
7/1/2020 0:00,ONAQ,3,Grass,25,19.5656,14800,-23.9,-178,in-situ isowagon,-23.86704005,0.238553689,-177.9974382,0.657884204,-11.74551965,0.387288589,-106.5031909,2.144832906,-12.53903369,3.768265524
7/1/2020 0:00,ONAQ,3,Grass,40,21.45933333,13500,-23.7,-178,in-situ isowagon,-23.68517353,0.208527341,-178.2126142,0.620191583,-11.82963564,0.474051748,-108.4697012,2.625333711,-13.83261604,4.612459314
7/1/2020 0:00,ONAQ,3,Grass,60,17.17916667,16000,-21.8,-173,in-situ isowagon,-21.774841,0.223866042,-173.4618676,0.605411163,-9.304279507,0.330305072,-99.60436196,1.829253965,-25.17012591,3.213823619
7/1/2020 0:00,ONAQ,3,Grass,100,12.92233333,14600,-22.3,-173,in-situ isowagon,-22.36986528,0.202053915,-172.4395815,0.66497643,-9.23833289,0.52385912,-93.93392737,2.901170629,-20.02726425,5.097078299
7/16/2020 0:00,ONAQ,2,Sage,5,26.15766667,8675,-2.7,-113,in-situ isowagon,-2.809443785,0.226798493,-113.3708766,0.848827928,8.4282108,0.722224886,-47.49915974,3.999734943,-114.9248461,7.027150343
7/16/2020 0:00,ONAQ,2,Sage,10,26.355,18000,-3.7,-112,in-situ isowagon,-3.482137224,0.249149541,-111.7964955,0.563204318,7.730876417,0.733675015,-46.07259129,4.063146607,-107.9196026,7.138558549
7/16/2020 0:00,ONAQ,2,Sage,25,26.0748,14800,-18,-155,in-situ isowagon,-18.22864085,0.241026691,-155.1971125,0.627176503,-6.980607239,0.717441281,-89.26296904,3.973242985,-33.41811113,6.980606516
7/16/2020 0:00,ONAQ,2,Sage,40,26.56633333,16000,-20.7,-161,in-situ isowagon,-20.65878175,0.221081656,-161.2834902,0.552924482,-9.472040067,0.746029267,-95.71656396,4.13156537,-19.94024342,7.258763748
7/16/2020 0:00,ONAQ,2,Sage,60,18.83416667,16300,-20.4,-163,in-situ isowagon,-20.31202274,0.21497509,-163.1270542,0.601217449,-8.085164695,0.355817875,-90.92699683,1.970545759,-26.24567928,3.462059738
7/16/2020 0:00,ONAQ,2,Sage,100,11.102,15200,-21.5,-167,in-situ isowagon,-21.47294368,0.232089208,-166.7345346,0.671573311,-8.043755357,0.618384325,-86.07196218,3.42465822,-21.72191933,6.016795745
7/16/2020 0:00,ONAQ,3,Grass,5,30.43,20000,-0.8,-107,in-situ isowagon,-0.80120965,0.335701407,-106.4700552,0.833152786,9.926578473,0.988625941,-43.53217418,5.475083725,-122.944802,9.619196528
7/16/2020 0:00,ONAQ,3,Grass,10,30.51272727,24000,-11,-136,in-situ isowagon,-11.07097961,0.339416391,-135.8622523,0.660498545,-0.352575519,0.994167277,-72.97566845,5.505772058,-70.15506431,9.673112983
7/16/2020 0:00,ONAQ,3,Grass,15,25.85866667,25000,-15.3,-148,in-situ isowagon,-15.34852883,0.309920356,-147.9452188,0.797418685,-4.073336893,0.705033333,-81.84726533,3.904526846,-49.26057019,6.859878856
7/16/2020 0:00,ONAQ,3,Grass,25,26.1138,23000,-22,-167,in-situ isowagon,-22.01691352,0.327072567,-167.2178862,0.644857833,-10.77376697,0.719690798,-101.3131491,3.985700974,-15.12301333,7.002494006
7/16/2020 0:00,ONAQ,3,Grass,40,26.53066667,17000,-21.7,-166,in-situ isowagon,-21.75778949,0.223730618,-167.0383543,0.93740548,-10.5666224,0.743937585,-101.4450309,4.11998148,-16.91205168,7.238411965
7/16/2020 0:00,ONAQ,3,Grass,60,18.75283333,20800,-20.9,-166,in-situ isowagon,-20.88987316,0.224349114,-166.1297613,0.533457538,-8.651212186,0.352388672,-93.85020838,1.951554578,-24.64051089,3.428694055
7/16/2020 0:00,ONAQ,3,Grass,100,10.996,16000,-22.2,-170,in-situ isowagon,-22.15097945,0.309490192,-169.9381114,0.695191424,-8.704181294,0.624105632,-89.14681525,3.45634324,-19.5133649,6.072463283
8/12/2020 0:00,,,,15,,,,,core/ CVD,,,,,-1.386496873,,-79.10694479,,-77.0149698,
8/12/2020 0:00,,,,25,,,,,core/ CVD,,,,,,,,,,
8/12/2020 0:00,,,,35,,,,,core/ CVD,,,,,-10.44135401,,-100.806657,,-26.27582486,
8/12/2020 0:00,,,,55,,,,,core/ CVD,,,,,-9.787693529,,-97.21676717,,-27.91521894,
8/12/2020 0:00,,,,5,,,,,core/ CVD,,,,,,,,,,
8/12/2020 0:00,,,,45,,,,,core/ CVD,,,,,-9.369928767,,-96.2392425,,-30.27981236,
8/12/2020 0:00,,,,55,,,,,core/ CVD,,,,,,,,,,
8/12/2020 0:00,,,,5,,,,,core/ CVD,,,,,-5.342756736,,-111.5322143,,-77.79016045,
8/12/2020 0:00,,,,15,,,,,core/ CVD,,,,,-5.106103937,,-103.5286899,,-71.67985837,
8/12/2020 0:00,,,,5,,,,,core/ CVD,,,,,,,,,,
8/12/2020 0:00,,,,35,,,,,core/ CVD,,,,,,,,,,
8/12/2020 0:00,,,,55,,,,,core/ CVD,,,,,-10.16364481,,-98.23018018,,-25.92102174,
8/12/2020 0:00,,,,25,,,,,core/ CVD,,,,,-8.034508478,,-96.37935147,,-41.10328365,
8/12/2020 0:00,,,,35,,,,,core/ CVD,,,,,-7.274560209,,-92.28954377,,-43.09306211,
8/12/2020 0:00,,,,25,,,,,core/ CVD,,,,,,,,,,
8/12/2020 0:00,,,,35,,,,,core/ CVD,,,,,-7.773462421,,-93.57190635,,-40.38420699,
8/12/2020 0:00,,,,45,,,,,core/ CVD,,,,,-9.832858133,,-97.24480763,,-27.58194257,
